allch_pt_fdt_stds1	allch_pt_fdt_stds2	allch_pt_fdt_stds3	allch_pt_fdt_stds4	allch_pt_fdt_stds5	allch_pt_fdt_stds6	allch_pt_fdt_stds7	allch_pt_fdt_stds8	allch_pt_fdt_stds9	allch_pt_fdt_stds10	allch_pt_fdt_stds11	allch_pt_fdt_stds12	allch_pt_fdt_stds13	allch_pt_fdt_stds14	allch_pt_fdt_stds15	allch_pt_fdt_stds16	allch_pt_fdt_stds17	allch_pt_fdt_stds18	allch_pt_fdt_stds19	allch_pt_fdt_stds20	allch_pt_fdt_stds21	allch_pt_fdt_stds22	allch_pt_fdt_stds23	allch_pt_fdt_stds24	allch_pt_fdt_stds25	allch_pt_fdt_stds26	allch_pt_fdt_stds27	allch_pt_fdt_stds28	allch_pt_fdt_stds29	allch_pt_fdt_stds30	allch_pt_fdt_stds31	allch_pt_fdt_stds32
2.614	2.59	2.926	2.928	2.88	2.587	2.407	3.271	1.664	2.427	1.957	2.072	2.315	2.42	2.254	2.394	2.419	2.044	1.969	2.094	2.087	1.861	2.14	2.102	1.816	1.701	1.918	1.664	1.836	1.911	1.778	1.699
2.865	2.853	3.406	3.167	2.957	2.629	2.627	2.985	1.545	2.738	2.256	2.373	2.121	2.599	2.976	2.409	2.382	1.84	1.896	2.201	2.421	1.59	1.97	2.218	2.122	2.052	1.806	1.767	2.008	2.139	2.293	1.617
3.003	2.566	2.529	2.896	3.256	2.695	2.06	3.205	1.468	2.389	2.171	1.735	2.222	1.895	2.751	2.544	2.47	2.095	2.143	2.194	1.983	1.855	1.978	2.099	1.586	2.139	1.774	1.693	1.993	1.887	2.177	1.749
2.244	2.609	2.571	2.671	2.702	2.478	2.213	2.394	1.533	2.12	1.819	1.982	1.595	1.894	2.282	1.882	2.157	1.685	2.084	1.888	1.908	1.651	1.689	2.115	2.006	1.521	1.66	1.696	1.747	1.841	1.626	1.9
2.64	2.511	2.634	2.723	3.026	2.718	2.264	2.882	1.758	2.175	2.073	2.139	1.981	2.392	2.342	2.203	2.038	2.132	2.082	2.171	1.876	1.872	1.901	2.189	1.672	1.855	1.681	1.72	1.866	2.015	1.87	1.697
2.65	2.451	2.342	2.475	2.697	2.693	2.178	2.704	1.752	1.916	2.038	2.057	1.74	1.869	2.106	1.992	1.965	1.694	1.892	1.867	1.768	1.425	1.822	1.962	1.845	1.76	1.435	1.716	1.879	1.907	1.84	1.627
3.096	2.7	2.487	2.516	2.979	3.129	2.139	2.548	2.062	2.464	2.35	2.082	2.096	2.363	2.618	2.535	2.302	1.949	1.902	2.267	1.982	1.77	1.996	2.035	1.936	1.776	1.595	1.784	1.807	1.772	1.856	1.934
2.397	2.765	2.55	2.394	2.39	2.451	2.015	2.767	1.547	2.002	1.738	1.997	1.734	1.864	2.039	2.245	2.076	1.66	1.686	1.971	1.672	1.708	2.036	1.755	1.806	1.581	1.466	1.915	1.755	1.942	1.631	2.239
2.897	2.058	2.557	2.401	2.526	2.529	2.21	2.487	1.898	2.146	1.839	1.794	2.035	1.893	2.256	2.101	2.028	1.592	1.857	2.005	1.82	1.574	1.806	1.901	1.785	1.839	1.635	1.71	1.714	1.757	1.85	1.786
2.812	2.487	2.28	2.638	2.777	2.556	1.864	2.531	1.543	2.161	1.99	2.002	1.816	1.966	2.316	1.958	2.124	1.581	1.946	1.71	1.791	1.559	1.754	1.91	1.765	1.591	1.736	1.822	1.571	1.865	1.818	1.923
3.219	2.167	2.439	2.22	2.668	2.422	2.264	2.54	1.661	1.899	1.876	1.992	1.783	2.071	2.046	2.54	1.894	1.923	1.842	1.587	1.878	1.972	1.61	1.77	1.842	1.678	1.675	1.564	1.54	1.82	2.363	1.724
2.541	1.956	1.902	2.027	2.127	2.331	1.878	2.107	1.452	1.633	1.735	1.803	1.843	1.836	1.881	1.779	1.849	1.748	1.722	1.696	1.74	1.417	1.494	1.795	1.352	1.42	1.258	1.498	1.573	1.513	1.421	1.427
2.355	1.694	1.887	2.439	2.136	2.071	1.706	2.143	1.44	1.502	1.517	1.584	1.636	1.477	1.896	1.745	1.858	1.37	1.75	1.872	1.647	1.514	1.498	1.682	1.583	1.414	1.202	1.811	1.704	1.772	1.619	1.48
2.103	1.904	2.005	1.655	1.967	1.938	1.62	2.096	1.405	1.65	1.571	1.583	1.658	1.553	1.712	1.542	1.649	1.562	1.717	1.713	1.717	1.623	1.8	1.866	1.467	1.554	1.544	1.864	1.559	1.651	1.562	1.747
1.962	1.738	1.961	1.66	1.747	2.042	1.67	1.852	1.52	1.733	1.679	1.769	1.506	1.667	1.845	1.822	1.792	1.748	1.513	1.541	1.728	1.512	1.72	1.758	1.567	1.615	1.503	1.66	1.548	1.598	1.562	1.337
