allch_pt_fdt_stds1	allch_pt_fdt_stds2	allch_pt_fdt_stds3	allch_pt_fdt_stds4	allch_pt_fdt_stds5	allch_pt_fdt_stds6	allch_pt_fdt_stds7	allch_pt_fdt_stds8	allch_pt_fdt_stds9	allch_pt_fdt_stds10	allch_pt_fdt_stds11	allch_pt_fdt_stds12	allch_pt_fdt_stds13	allch_pt_fdt_stds14	allch_pt_fdt_stds15	allch_pt_fdt_stds16	allch_pt_fdt_stds17	allch_pt_fdt_stds18	allch_pt_fdt_stds19	allch_pt_fdt_stds20	allch_pt_fdt_stds21	allch_pt_fdt_stds22	allch_pt_fdt_stds23	allch_pt_fdt_stds24	allch_pt_fdt_stds25	allch_pt_fdt_stds26	allch_pt_fdt_stds27	allch_pt_fdt_stds28	allch_pt_fdt_stds29	allch_pt_fdt_stds30	allch_pt_fdt_stds31	allch_pt_fdt_stds32
2.118	2.271	2.35	2.279	2.172	2.083	1.855	2.39	1.34	1.869	1.896	1.824	1.878	1.889	2.501	2.148	2.221	2.216	1.867	2.135	1.814	1.663	1.821	1.695	1.534	1.971	1.622	1.499	1.802	1.716	1.622	1.485
1.998	2.427	2.353	2.51	2.338	2.144	2.038	2.434	1.406	1.904	1.966	1.682	1.893	2.032	2.406	2.154	1.948	1.879	1.872	1.897	1.977	1.538	1.992	1.899	1.507	1.573	1.374	1.563	1.836	1.802	1.51	1.564
2.182	2.442	1.927	2.507	2.093	2.231	1.919	2.253	1.356	1.939	1.973	1.959	2.021	1.675	2.246	2.246	1.816	1.806	1.817	1.725	1.683	1.62	1.602	1.786	1.47	1.758	1.487	1.458	1.794	1.858	1.508	1.664
2.253	1.886	2.189	2.162	2.178	2.243	1.961	2.385	1.334	2.128	1.914	1.751	1.685	1.765	2.066	1.911	2.084	1.905	1.834	1.629	1.864	1.737	1.527	1.61	1.381	1.51	1.668	1.441	1.529	1.758	1.492	1.41
2.062	2.24	2.389	2.449	2.64	2.253	2.276	2.505	1.533	1.92	1.956	2.182	1.89	1.962	2.446	2.26	1.982	1.871	2.168	1.885	1.98	1.904	2.032	2.252	1.88	1.941	1.455	1.616	1.667	1.725	1.628	1.746
2.157	2.236	2.385	2.269	2.431	2.28	2.052	2.4	1.557	1.628	1.938	1.804	1.764	1.941	2.212	1.868	1.986	1.781	1.988	1.86	1.705	1.605	1.544	1.97	1.665	1.755	1.653	1.664	1.581	1.546	1.643	1.643
2.488	1.972	2.061	1.812	2.193	2.35	1.828	2.396	1.479	1.907	1.845	1.754	1.901	2.102	2.222	1.852	1.998	1.757	1.819	1.894	2.037	2.104	1.74	2.075	1.669	1.99	1.527	1.65	1.648	1.608	1.726	1.541
2.18	2.112	2.211	2.115	2.366	2.009	1.856	2.478	1.393	1.755	1.914	1.575	1.611	2.095	1.873	1.894	1.979	1.889	1.958	1.746	1.86	1.699	1.73	1.833	1.612	1.829	1.573	1.49	1.41	1.483	1.531	1.546
2.139	2.354	2.14	2.283	2.457	2.096	1.951	2.136	1.497	2.012	1.941	1.856	2.186	1.984	2.588	2.187	1.996	1.946	1.878	1.866	1.947	1.758	1.871	1.906	1.717	1.784	1.369	1.674	1.752	1.666	1.706	1.57
2.649	2.299	2.118	2.353	2.216	2.238	1.958	2.298	1.583	1.907	1.784	1.69	2.065	1.936	2.268	2.259	1.867	1.749	1.986	1.933	1.947	1.795	1.964	1.743	1.417	1.513	1.596	1.709	1.69	1.749	1.657	1.851
2.546	2.214	2.132	2.221	2.135	2.253	1.823	2.054	1.445	2.29	1.726	1.784	2.241	1.533	1.685	1.822	1.89	1.535	1.749	1.661	1.544	1.514	1.842	1.643	1.596	1.614	1.428	1.502	1.708	1.599	1.498	1.512
2.476	1.935	2.069	1.794	2.035	2.177	1.595	1.914	1.522	1.826	1.655	1.738	1.676	1.481	1.816	2.095	1.697	1.624	1.529	1.602	1.482	1.355	1.485	1.917	1.493	1.495	1.55	1.412	1.651	1.41	1.665	1.419
1.992	1.789	1.841	1.947	1.806	1.839	1.651	1.799	1.591	1.874	1.573	1.787	1.507	1.809	2.221	1.933	1.855	1.789	1.846	1.745	1.872	1.549	1.882	1.744	1.68	1.707	1.505	1.313	1.563	1.54	1.201	1.411
1.962	1.911	1.725	1.887	1.829	2.176	1.567	1.909	1.445	1.839	1.616	1.61	1.643	1.874	1.991	1.89	1.84	1.648	1.63	1.59	1.829	1.692	1.777	1.792	1.455	1.566	1.461	1.529	1.474	1.303	1.648	1.52
1.965	1.695	1.79	1.82	1.788	1.815	1.731	1.74	1.537	1.647	1.658	1.593	1.772	1.932	1.658	1.862	1.974	1.864	1.687	1.495	1.543	1.691	1.437	1.759	1.438	1.559	1.388	1.637	1.529	1.411	1.564	1.64
